review_text,sentiment
Very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.,1
quality not good..,0
Good,1
I must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these stars,1
Nice1,1
"Am not sure if it was original shuttles, the green sticker that holds the cork skin was just getting cut in all. Never had seen such so far...",0
Good,1
Good,1
It is not original poor quality,0
Good,1
good quality appreciated thnks,1
Excellent,1
"Poor quality, no use for intermediate n advance d players.",1
Good product,1
Great product at less price thank you flipkart ....,1
Price too high.,0
Packing was not good,0
Please rate very to mach.. products very good,1
Not balanced,0
Best,1
Good product.,1
It's good,1
Best price,1
"Good quality, good delivery service. Keep it up.",1
Best shuttle..,1
Authentic...go for it I have  got it for only 521...thanks flipkart,1
Good shuttles,1
It's a good product,1
Good Prodict bt price is the same in retailshops also,1
Very gpod shuttle,1
NICE,1
Good quality original from yonex. I was worried if it comes in white but hopefully they sent me nylon yellow. Thanks will purchase again for Rs.679/-,1
Very nice,1
It's a genuine product ......and delivery is very fast ...thnx to F cart ....,1
Quality is good but are very expensive.,1
Good experience,1
product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...,1
Perfect for professional players,1
Shuttle quality is not good.,0
Good,1
I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.,1
Good quality,1
Nice product,1
It's worthy Excellent piece of cockspurThank to the Flipkart,1
Stable shuttle,1
SUPER,1
Durability...very good,1
Awesome as always! Yonex rocks! 👍👍,1
Nice one ........Can get,1
Nice,1
Best in quality...good air time and light weight...also lasting well...loved it...,1
Very nice product,1
"Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.",1
Good but in every packet there is always a defective piece.. perhaps company policy,1
Nice quality and came before time,1
One of best shuttle...,1
Good one,1
Good,1
"Dont buy products in flipkart, they are not gave any updates regarding product information",0
Good product,1
Nice shuttle gud packing,1
Best product. On time delivery. Original product.,1
Fine,0
Nice box nice price,1
Nice product,1
Shuttle are nice thumps up,1
best one in its class. Lucky to get it,1
Nice flight of shuttle,1
Good,1
Good product,1
Best shuttle,1
Awesome it seems shuttle will last for ever,1
Great,1
Good,1
It's come with good prize. Super quality.,1
Quality was good and product was genuine,1
Good product and fast service from Flipkart,1
Good for indoor game,1
Excellent,1
Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's great,1
"Very good,, up to expectations",1
Amazing,1
Reasonable price,1
Good product,1
Good to play. Worthy product,1
very bad quality,1
Good quality,1
Good quality and nice weight so buy without worry.,1
Good product. Better than Mavis 10.,1
Yonex mavisgood products badminton,1
Good,1
Packing was not up to mark.,1
Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day day,1
Awesome product and delivery services also good,1
Very gud product got very low price below Rs.650,1
A nice product,1
Met the expectations 👌👌,1
good quality of shuttles,1
Good,1
Nice product,1
Nice quality,1
Some of shuttle were broken within 2 days usage,1
Ok,1
Nice product,1
Best.........,1
Good one,1
Good quality product,1
Well packed! Received in a good condition!,1
Super,1
Ok product,0
Nice,1
Good n better,1
Original product with best price,1
Good n genuine product,1
Vry gud product,1
Awesome product..and on time delivery adds value,1
Received as mentioned in good condition,1
Original very good product at this price,1
Great,1
Very good shuttles,1
This product is pretty good at reasonable price.,1
Nice,1
Its genuine. Nothing more need to say.,1
nice,1
Nyc,1
Nice product,1
Very good product,1
Best quality,1
Shuttle is good,1
Nice product,1
Good.,1
Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.,1
Good quality,1
Good,1
Nice product,1
Good,1
super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i need,1
Nice product,1
It is a nice product,1
Nice product,1
Not extremely durable. But a good product nonetheless.,1
Delivered before time with nice packaging. Happy!,1
Good shuttle box,1
Nice,1
Awesome product,1
Always good,1
Good quality,1
Nice Product,1
over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .,1
Good quality and prompt delivery,1
Great product,1
Nice product. Very good in quality.,1
Nice,1
I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..,1
Good product as expected..!!,1
Nice,1
The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I ordered,1
Super nice pack,1
Best buy,1
good,1
Good one..,1
Good quality...👌,1
The product quality was very good.,1
Nice product,1
Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.,1
Best price and quality of product,1
Got the genuine product.,1
Good product,1
Excellent product,1
Nice go for it,1
Nice product,1
Good value for money,1
Good product,1
"Thanks your seller ,who gave me packed box of shutte ....It's really genioun product",1
Its original and good to play,1
Nice product..,1
Super,1
Good ones,1
Good,1
Nice product,1
"Good quality, but got just delayed in shipping the product",1
Not value for money ...better to buy in local sports store,1
very bad quality 👎👎👎👎👎👎👎👎👎👎,0
Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....,1
Topnotch,1
Good product by flipkart,1
Thisproduct is veryhelpful in this services,1
The product is good but the delivery was not good the box was completely flatten...,1
Superb,1
gud,1
Nice,1
Thanks flipkart for good quality products,1
Nice to buy,1
excellent,1
Good product,1
Good one..,1
It's much good.,1
Good product,1
quality is very good. thanks to seller for timely delivery.,1
Worthy products,1
Very Nice Shuttle Specially At This Price Ultimate,0
Delivered in time. The product is as excpected.Thanks to fkart,1
Excellent,1
Superb,1
Good,1
Super product..I got Rs 620,1
Very good,1
Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .,1
Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.,1
good,1
Nice product.. Perfect for intermediate players...,1
It was nice but 3 shuttles were cracked so they broked in 10 days,1
Value for money. Good delivery by Flipkart,1
Good,0
Good product,1
Good quality,1
Long time work ing,1
Nice,1
Very nice product. Super fast delivery.,1
Awesome job by flipcart........i m loving it,1
Got it cheap but the shuttles are not lasting long. The green strip is coming off quickly and is causing the cork base to separate quickly.,1
Very good product nice...@,1
nice one,1
Good Product,1
"Nice product, go for it.",1
Good for club,1
Very good,1
Amazing deal ... Thanks flipkart .. I bought it only in Rs 605/,1
Good paking so fast ilike so much,1
3 balls are worst conditions,0
Super,1
Original and lessprice .. Happy,1
"One of the shuttle is not good ,the others are okay",1
Excellent again,1
GOOD FOR INTERMEDIATE,1
Good,1
Only 2 seemed to be original. Rest all r not upto the mark. Disappointed.,0
Good,1
Good quality and she'll life,1
Not so good,0
Good,1
Good Product,1
Baad quality,0
Nice,1
"Received the package in appropriate time in a nice package, Original product best quality.",1
Good,1
mavis 350 is good for indoor play better go for it,1
Very good quality,0
This badminton shuttle is very good . This quality is very nice.,1
Nice product... fully satisfied...speed of shuttle is good.,1
Bought it for INR 525 during the big 10 sales. These are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a day.,1
Good product..,1
It's good shattle,1
Shuttle was light as compare to the shop purchase. May be some duplicate in it,0
Good for indoor game,1
"Good product,,",1
Quality is not good,0
Good product,1
Really good,1
Awesome for training.,1
Best product for outdoor play,1
I brought this product but it's waste of money they have given used product pl don't buy this product,0
Packing can ve better,1
